CLAVE      | MENSAJE DECODIFICADO      | ESTADO
IRNO       | QQPAYEN                   | 
IRNL       | PIOPAND                   | 
IRNS       | ODUYQMP                   | 
IRNN       | YQUUIYQ                   | 
IRND       | MTDUAAQ                   | 
IRNR       | MTTMLLP                   | 
IRNU       | IDECDSM                   | 
IRNI       | DYQTTCR                   | 
IRNT       | LTYMILL                   | 
IRNC       | IERUDLE                   | 
IRNP       | ANDITLT                   | 
IRNM       | MNMLAPM                   | 
IRNY       | SCLQPUL                   | 
IRNQ       | YALPPTS                   | 
IRDE       | DNMIMYU                   | 
IRDA       | UUIYTDR                   | 
IRDO       | PYOURNY                   | 
IRDL       | DDUDQTO                   | 
IRDS       | ENTEUPC                   | 
IRDN       | SOQQTMI                   | 
IRDD       | OSNNQTC                   | 
IRDR       | PEISUUL                   | 
IRDU       | TMQILLE                   | 
IRDI       | NCOCEUC                   | 
IRDT       | ANIOAPN                   | 
IRDC       | ANACYNO                   | 
IRDP       | RPANRIA                   | 
IRDM       | YLILNYY                   | 
IRDY       | ISENQQM                   | 
IRDQ       | YNISDEO                   | 
IRRE       | UTIIRAA                   | 
IRRA       | ANNDRDC                   | 
IRRO       | CANUTAP                   | 
IRRL       | MYOQNDU                   | 
IRRS       | PQAONYU                   | 
IRRN       | UIQRUQQ                   | 
IRRD       | CNTETLR                   | 
IRRR       | PEPSICR                   | 
IRRU       | PTSYMCC                   | 
IRRI       | CTIQMIM                   | 
IRRT       | ANATOYP                   | 
IRRC       | ANATTCD                   | 
IRRP       | PMRMEEP                   | 
IRRM       | PNQDNQO                   | 
IRRY       | UIDCIYP                   | 
IRRQ       | YNQDCRO                   | 
IRUE       | ANLYIQD                   | 
IRUA       | TSSETDT                   | 
IRUO       | LALURTD                   | 
IRUL       | LNULPLE                   | 
IRUS       | MOUSEQE                   | 
IRUN       | YRMSEON                   | 
IRUD       | TIYAETY                   | 
IRUR       | RIQYDMM                   | 
IRUU       | NURQYPD                   | 
IRUI       | ANSQLIC                   | 
IRUT       | ENSSQUS                   | 
IRUC       | YMCOAAE                   | 
IRUP       | LUDADCD                   | 
IRUM       | AECOOTP                   | 
IRUY       | IUUCPMS                   | 
IRUQ       | TNMAIRS                   | 
IRIE       | ANCMQEE                   | 
IRIA       | MMANDEA                   | 
IRIO       | TCPEUPS                   | 
IRIL       | NUDOUCQ                   | 
IRIS       | RCEPTAL                   | 
IRIN       | QLDSIAE                   | 
IRID       | COPDERP                   | 
IRIR       | PEDSIRD                   | 
IRIU       | ANAAOSM                   | 
IRII       | ENMORTY                   | 
IRIT       | TDPCQCM                   | 
IRIC       | IURQCTR                   | 
IRIP       | OTLDYRA                   | 
IRIM       | MMNYIAY                   | 
IRIY       | TQDCTCQ                   | 
IRIQ       | ORPDCPY                   | 
IRTE       | QLCQIDN                   | 
IRTA       | UEMCPIO                   | 
IRTO       | LQSMCEN                   | 
IRTL       | ANQITNY                   | 
IRTS       | ROPTOYI                   | 
IRTN       | RYNANTN                   | 
IRTD       | PLUMTRD                   | 
IRTR       | ANRQECA                   | 
IRTU       | LCNQTRP                   | 
IRTI       | UUIEOLQ                   | 
IRTT       | IYNLPEU                   | 
IRTC       | YSSMQMY                   | 
IRTP       | PNSMESM                   | 
IRTM       | YEQLQUE                   | 
IRTY       | OULDIEI                   | 
IRTQ       | TSCDYSI                   | 
IRCE       | QMEDULE                   | 
IRCA       | IIQMEQD                   | 
IRCO       | QLQNTIL                   | 
IRCL       | TPQSPCQ                   | 
IRCS       | NDQUEAA                   | 
IRCN       | QPULDEE                   | 
IRCD       | PNPQUNA                   | 
IRCR       | RNSCRYS                   | 
IRCU       | UAMLEPM                   | 
IRCI       | ENOIUAL                   | 
IRCT       | UOMPDTS                   | 
IRCC       | QMTCMNP                   | 
IRCP       | QNUPCAD                   | 
IRCM       | QYACLPO                   | 
IRCY       | QSMNILE                   | 
IRCQ       | MSPECAQ                   | 
IRPE       | CESSOOY                   | 
IRPA       | PYIIEID                   | 
IRPO       | TCOIOUN                   | 
IRPL       | NIDDSPS                   | 
IRPS       | YMPSDNT                   | 
IRPN       | AMYRDCY                   | 
IRPD       | RNAIQQT                   | 
IRPR       | NCMLUML                   | 
IRPU       | PUIENPT                   | 
IRPI       | OYIMRNO                   | 
IRPT       | YMYQLDC                   | 
IRPC       | YMADOYE                   | 
IRPP       | LQNLQRR                   | 
IRPM       | YDRMAAE                   | 
IRPY       | EDDCALL                   | 
IRPQ       | YDIETTT                   | 
IRME       | PINQURQ                   | 
IRMA       | TCDQEMI                   | 
IRMO       | NRQEENY                   | 
IRML       | UNAMTPY                   | 
IRMS       | OUASDOS                   | 
IRMN       | MNLRDTP                   | 
IRMD       | TUNLUEE                   | 
IRMR       | INYEOLC                   | 
IRMU       | NCUAODE                   | 
IRMI       | UQYCILM                   | 
IRMT       | URLSSCT                   | 
IRMC       | ANIEAYL                   | 
IRMP       | UOSTAAO                   | 
IRMM       | NUMALNT                   | 
IRMY       | ARRQNIQ                   | 
IRMQ       | ONIYOPU                   | 
IRYE       | UCDEMOP                   | 
IRYA       | UUMDQCI                   | 
IRYO       | PMLISEL                   | 
IRYL       | LYESYUE                   | 
IRYS       | QNORUNE                   | 
IRYN       | AYIYEAU                   | 
IRYD       | DIQQSII                   | 
IRYR       | YDLMSEP                   | 
IRYU       | MNIMINT                   | 
IRYI       | UMINRCI                   | 
IRYT       | QNMDLAR                   | 
IRYC       | AMMOORN                   | 
IRYP       | NDLPCOD                   | 
IRYM       | UTQYEQP                   | 
IRYY       | IYPMTRT                   | 
IRYQ       | OLPRSQD                   | 
IRQE       | IEIMONL                   | 
IRQA       | OCLSDMO                   | 
IRQO       | ANISPAL                   | 
IRQL       | ANLRETN                   | 
IRQS       | LAOTPTD                   | 
IRQN       | SDCISDC                   | 
IRQD       | OCNISCO                   | 
IRQR       | LDYCTAY                   | 
IRQU       | UDIQDAS                   | 
IRQI       | ANOTPSS                   | 
IRQT       | ALSYDQC                   | 
IRQC       | TPTQSMS                   | 
IRQP       | UAEMNCS                   | 
IRQM       | OYLECIS                   | 
IRQY       | NNANONU                   | 
IRQQ       | PMSLRQE                   | 
IUEE       | DNSTINQ                   | 
IUEA       | OENCNED                   | 
IUEO       | OULTIIU                   | 
IUEL       | DQMMEUY                   | 
IUES       | IURNAOU                   | 
IUEN       | OCYSMRR                   | 
IUED       | MPCDTMP                   | 
IUER       | DTRUSEQ                   | 
IUEU       | INUMURT                   | 
IUEI       | RNMMMPN                   | 
IUET       | CLUMMAY                   | 
IUEC       | MCNTYUA                   | 
IUEP       | YRRNUCO                   | 
IUEM       | PYACLSL                   | 
IUEY       | MPMMPUM                   | 
IUEQ       | OQPPDOI                   | 
IUAE       | TLYMMOO                   | 
IUAA       | QSQPPNU                   | 
IUAO       | CIECIPU                   | 
IUAL       | PYMIQDL                   | 
IUAS       | YDSCMTU                   | 
IUAN       | YQYENOU                   | 
IUAD       | QANMMCU                   | 
IUAR       | TNPMQTO                   | 
IUAU       | MMIPQUL                   | 
IUAI       | QOLMIPA                   | 
IUAT       | UPLDQEQ                   | 
IUAC       | RCCNQAR                   | 
IUAP       | DREONQC                   | 
IUAM       | IINMQQR                   | 
IUAY       | CNYQCRP                   | 
IUAQ       | NPMNSAU                   | 
IUOE       | LTTQUNN                   | 
IUOA       | CSRDADC                   | 
IUOO       | LIYRDLN                   | 
IUOL       | RSOAYQC                   | 
IUOS       | INLMCUY                   | 
IUON       | OIDMIRI                   | 
IUOD       | YMTROCS                   | 
IUOR       | TNMDNNQ                   | 
IUOU       | SITNIUM                   | 
IUOI       | RTEYMCC                   | 
IUOT       | SSLTYEM                   | 
IUOC       | UIOTCRU                   | 
IUOP       | ANCQNPM                   | 
IUOM       | PTSISEO                   | 
IUOY       | DMUCENS                   | 
IUOQ       | YYOPNSQ                   | 
IULE       | PYDQRLC                   | 
IULA       | RTENCLY                   | 
IULO       | YYYSERA                   | 
IULL       | YILNPNC                   | 
IULS       | YNDEALQ                   | 
IULN       | YLIMDOY                   | 
IULD       | NLCOQLD                   | 
IULR       | NDOQYAN                   | 
IULU       | ORNALQA                   | 
IULI       | PSLNMTU                   | 
IULT       | ANCEPAA                   | 
IULC       | RITRMAQ                   | 
IULP       | OSMULNL                   | 
IULM       | PTPIDOI                   | 
IULY       | UMTRDQN                   | 
IULQ       | YQICYMR                   | 
IUSE       | LIQDNCL                   | 
IUSA       | NYINDIT                   | 
IUSO       | INRLOLM                   | 
IUSL       | QQUYNCT                   | 
IUSS       | IOQMAEN                   | 
IUSN       | QYDUDSA                   | 
IUSD       | TDLLSTO                   | 
IUSR       | CIINYCD                   | 
IUSU       | MDUNORR                   | 
IUSI       | EEUSCNI                   | 
IUST       | OANDMSI                   | 
IUSC       | ETSYCLY                   | 
IUSP       | ACILAYS                   | 
IUSM       | RPOPMCL                   | 
IUSY       | NQOCDDN                   | 
IUSQ       | NINUOYL                   | 
IUNE       | OPTPUIQ                   | 
IUNA       | MPYMMUN                   | 
IUNO       | PMMNRSY                   | 
IUNL       | YDCDUSY                   | 
IUNS       | QQSMQOY                   | 
IUNN       | USMPOSU                   | 
IUND       | SYPCNAP                   | 
IUNR       | SCDCPRE                   | 
IUNU       | SAMOLCD                   | 
IUNI       | YQCEDDO                   | 
IUNT       | CSMOLRP                   | 
